,ID,Count
0,18288,482.9108323426193
1,18289,385.3881088079747
2,18290,326.1570424725191
3,18291,269.49191192876174
4,18292,226.8321566761466
5,18293,203.0521965463945
6,18294,218.3362488708582
7,18295,253.21237949782005
8,18296,291.58985394756775
9,18297,376.7978020270721
10,18298,534.8216872054376
11,18299,592.9199658335215
12,18300,599.2017885744017
13,18301,529.9472673737166
14,18302,566.6427237125185
15,18303,559.485565015942
16,18304,545.2055745230127
17,18305,557.906527605666
18,18306,571.6372876950211
19,18307,606.5649086723182
20,18308,582.8879292432358
21,18309,544.0642050905844
22,18310,546.0380018534293
23,18311,533.131087369436
24,18312,367.2292227831784
25,18313,293.0681322282304
26,18314,248.02590704253421
27,18315,204.93494603106623
28,18316,172.49436338862986
29,18317,154.41090844954476
30,18318,166.03365592212177
31,18319,192.5551863704945
32,18320,221.7393114111254
33,18321,286.53563912320567
34,18322,406.70479800025714
35,18323,450.8855955237523
36,18324,455.66260346868575
37,18325,402.9980486659374
38,18326,430.9030841475425
39,18327,425.4604275545446
40,18328,414.60121823710074
41,18329,424.25964960117335
42,18330,434.7011970217925
43,18331,461.2618832729928
44,18332,443.2567399395619
45,18333,413.73326460776116
46,18334,415.2342370494752
47,18335,405.41918247409353
48,18336,361.7831901278312
49,18337,288.7219132474525
50,18338,244.34766711683176
51,18339,201.89574778902988
52,18340,169.93626104383782
53,18341,152.12098488794805
54,18342,163.57136627865174
55,18343,189.6995807490722
56,18344,218.45090336514534
57,18345,282.2862974293201
58,18346,400.6733400617815
59,18347,444.19893355704426
60,18348,448.90509817130317
61,18349,397.0215620550889
62,18350,424.512764091388
63,18351,419.15082244071607
64,18352,408.45265588589825
65,18353,417.96785210051974
66,18354,428.2545507109214
67,18355,454.42134030113107
68,18356,436.68321438481894
69,18357,407.59757406390804
70,18358,409.0762869891533
71,18359,399.406790295376
72,18360,511.22925091461985
73,18361,407.98768837208127
74,18362,345.28324762334825
75,18363,285.2952119432723
76,18364,240.13384205600022
77,18365,214.95939909530176
78,18366,231.13972493904205
79,18367,268.06102995249466
80,18368,308.6890014141486
81,18369,398.8936366204904
82,18370,566.1842149959133
83,18371,627.6894401290522
84,18372,634.3396358155305
85,18373,561.0239538621435
86,18374,599.8712718339756
87,18375,592.294409535447
88,18376,577.1770248055294
